label_file,num_players,num_balls,num_heads,reason
Header/h10/Header_h10_f000126_t2.100.txt,13,0,0,many_players_zero_heads
Header/h10/Header_h10_f000132_t2.200.txt,12,0,0,many_players_zero_heads
Header/h10/Header_h10_f000138_t2.300.txt,13,0,0,many_players_zero_heads
Header/h10/Header_h10_f000144_t2.400.txt,12,1,0,many_players_zero_heads
Header/h10/Header_h10_f000150_t2.500.txt,12,0,0,many_players_zero_heads
Header/h10/Header_h10_f000156_t2.600.txt,12,0,0,many_players_zero_heads
Header/h10/Header_h10_f000162_t2.700.txt,12,0,0,many_players_zero_heads
Header/h10/Header_h10_f000168_t2.800.txt,13,0,0,many_players_zero_heads
Header/h10/Header_h10_f000174_t2.900.txt,11,1,0,many_players_zero_heads
Header/h10/Header_h10_f000180_t3.000.txt,13,1,0,many_players_zero_heads
Header/h10/Header_h10_f000186_t3.100.txt,14,0,0,many_players_zero_heads
Header/h10/Header_h10_f000192_t3.200.txt,14,0,0,many_players_zero_heads
Header/h10/Header_h10_f000222_t3.700.txt,13,1,4,ball_larger_than_head
Header/h100/Header_h100_f000000_t0.000.txt,4,1,4,ball_larger_than_head
Header/h100/Header_h100_f000006_t0.100.txt,3,1,3,ball_larger_than_head
Header/h100/Header_h100_f000012_t0.200.txt,4,1,4,ball_larger_than_head
Header/h100/Header_h100_f000018_t0.300.txt,4,1,4,ball_larger_than_head
Header/h100/Header_h100_f000024_t0.400.txt,4,1,4,ball_larger_than_head
Header/h100/Header_h100_f000030_t0.500.txt,5,1,5,ball_larger_than_head
Header/h100/Header_h100_f000054_t0.900.txt,16,0,0,many_players_zero_heads
Header/h100/Header_h100_f000060_t1.000.txt,18,0,0,many_players_zero_heads
Header/h100/Header_h100_f000066_t1.100.txt,18,0,0,many_players_zero_heads
Header/h100/Header_h100_f000072_t1.200.txt,16,0,0,many_players_zero_heads
Header/h100/Header_h100_f000078_t1.300.txt,15,0,0,many_players_zero_heads
Header/h100/Header_h100_f000084_t1.400.txt,16,0,0,many_players_zero_heads
Header/h100/Header_h100_f000090_t1.500.txt,16,0,0,many_players_zero_heads
Header/h100/Header_h100_f000096_t1.600.txt,13,0,0,many_players_zero_heads
Header/h100/Header_h100_f000102_t1.700.txt,13,0,0,many_players_zero_heads
Header/h100/Header_h100_f000108_t1.800.txt,16,0,0,many_players_zero_heads
Header/h100/Header_h100_f000114_t1.900.txt,17,0,0,many_players_zero_heads
Header/h100/Header_h100_f000120_t2.000.txt,15,0,0,many_players_zero_heads
Header/h100/Header_h100_f000126_t2.100.txt,14,0,0,many_players_zero_heads
Header/h100/Header_h100_f000132_t2.200.txt,15,0,0,many_players_zero_heads
Header/h100/Header_h100_f000138_t2.300.txt,16,0,0,many_players_zero_heads
Header/h100/Header_h100_f000144_t2.400.txt,14,0,0,many_players_zero_heads
Header/h100/Header_h100_f000150_t2.500.txt,15,0,0,many_players_zero_heads
Header/h100/Header_h100_f000156_t2.600.txt,15,0,0,many_players_zero_heads
Header/h100/Header_h100_f000162_t2.700.txt,16,0,0,many_players_zero_heads
Header/h100/Header_h100_f000168_t2.800.txt,17,0,0,many_players_zero_heads
Header/h100/Header_h100_f000174_t2.900.txt,15,0,0,many_players_zero_heads
Header/h100/Header_h100_f000180_t3.000.txt,15,0,0,many_players_zero_heads
Header/h100/Header_h100_f000186_t3.100.txt,16,0,0,many_players_zero_heads
Header/h100/Header_h100_f000240_t4.000.txt,14,0,0,many_players_zero_heads
Header/h100/Header_h100_f000246_t4.100.txt,14,0,0,many_players_zero_heads
Header/h100/Header_h100_f000252_t4.200.txt,14,0,0,many_players_zero_heads
Header/h100/Header_h100_f000258_t4.300.txt,14,0,0,many_players_zero_heads
Header/h100/Header_h100_f000264_t4.400.txt,14,0,0,many_players_zero_heads
Header/h100/Header_h100_f000270_t4.500.txt,14,0,0,many_players_zero_heads
Header/h100/Header_h100_f000276_t4.600.txt,14,0,0,many_players_zero_heads
Header/h100/Header_h100_f000282_t4.700.txt,13,0,0,many_players_zero_heads
Header/h100/Header_h100_f000288_t4.800.txt,13,0,0,many_players_zero_heads
Header/h100/Header_h100_f000294_t4.900.txt,13,0,0,many_players_zero_heads
Header/h100/Header_h100_f000300_t5.000.txt,15,0,0,many_players_zero_heads
Header/h100/Header_h100_f000306_t5.100.txt,14,0,0,many_players_zero_heads
Header/h100/Header_h100_f000312_t5.200.txt,12,0,0,many_players_zero_heads
Header/h100/Header_h100_f000318_t5.300.txt,13,0,0,many_players_zero_heads
Header/h100/Header_h100_f000324_t5.400.txt,14,0,0,many_players_zero_heads
Header/h100/Header_h100_f000330_t5.500.txt,13,0,0,many_players_zero_heads
Header/h100/Header_h100_f000336_t5.600.txt,13,0,0,many_players_zero_heads
Header/h100/Header_h100_f000342_t5.700.txt,13,0,0,many_players_zero_heads
Header/h100/Header_h100_f000348_t5.800.txt,13,0,0,many_players_zero_heads
Header/h100/Header_h100_f000354_t5.900.txt,14,0,0,many_players_zero_heads
Header/h100/Header_h100_f000360_t6.000.txt,11,0,0,many_players_zero_heads
Header/h101/Header_h101_f000000_t0.000.txt,0,0,0,zero_players
Header/h101/Header_h101_f000006_t0.100.txt,0,0,0,zero_players
Header/h101/Header_h101_f000012_t0.200.txt,0,0,0,zero_players
Header/h101/Header_h101_f000018_t0.300.txt,0,0,0,zero_players
Header/h101/Header_h101_f000024_t0.400.txt,0,0,0,zero_players
Header/h101/Header_h101_f000030_t0.500.txt,0,0,0,zero_players
Header/h101/Header_h101_f000204_t3.400.txt,11,0,0,many_players_zero_heads
Header/h101/Header_h101_f000210_t3.500.txt,12,0,0,many_players_zero_heads
Header/h101/Header_h101_f000216_t3.600.txt,12,0,0,many_players_zero_heads
Header/h101/Header_h101_f000222_t3.700.txt,13,0,0,many_players_zero_heads
Header/h101/Header_h101_f000228_t3.800.txt,11,0,0,many_players_zero_heads
Header/h101/Header_h101_f000234_t3.900.txt,9,0,0,many_players_zero_heads
Header/h101/Header_h101_f000240_t4.000.txt,12,0,0,many_players_zero_heads
Header/h102/Header_h102_f000012_t0.200.txt,3,1,1,ball_larger_than_head
Header/h102/Header_h102_f000018_t0.300.txt,10,0,0,many_players_zero_heads
Header/h102/Header_h102_f000024_t0.400.txt,11,0,0,many_players_zero_heads
Header/h102/Header_h102_f000030_t0.500.txt,7,0,0,many_players_zero_heads
Header/h102/Header_h102_f000036_t0.600.txt,8,0,0,many_players_zero_heads
Header/h102/Header_h102_f000042_t0.700.txt,10,0,0,many_players_zero_heads
Header/h102/Header_h102_f000048_t0.800.txt,9,0,0,many_players_zero_heads
Header/h102/Header_h102_f000054_t0.900.txt,8,0,0,many_players_zero_heads
Header/h102/Header_h102_f000060_t1.000.txt,10,0,0,many_players_zero_heads
Header/h102/Header_h102_f000066_t1.100.txt,11,0,0,many_players_zero_heads
Header/h102/Header_h102_f000072_t1.200.txt,10,0,0,many_players_zero_heads
Header/h102/Header_h102_f000078_t1.300.txt,10,0,0,many_players_zero_heads
Header/h102/Header_h102_f000084_t1.400.txt,10,0,0,many_players_zero_heads
Header/h102/Header_h102_f000090_t1.500.txt,12,0,0,many_players_zero_heads
Header/h102/Header_h102_f000096_t1.600.txt,12,0,0,many_players_zero_heads
Header/h102/Header_h102_f000102_t1.700.txt,13,0,0,many_players_zero_heads
Header/h102/Header_h102_f000108_t1.800.txt,13,0,0,many_players_zero_heads
Header/h102/Header_h102_f000114_t1.900.txt,12,0,0,many_players_zero_heads
Header/h102/Header_h102_f000120_t2.000.txt,13,0,0,many_players_zero_heads
Header/h102/Header_h102_f000126_t2.100.txt,15,0,0,many_players_zero_heads
Header/h102/Header_h102_f000132_t2.200.txt,13,0,0,many_players_zero_heads
Header/h102/Header_h102_f000138_t2.300.txt,12,0,0,many_players_zero_heads
Header/h102/Header_h102_f000144_t2.400.txt,13,0,0,many_players_zero_heads
Header/h102/Header_h102_f000150_t2.500.txt,13,1,0,many_players_zero_heads
Header/h102/Header_h102_f000156_t2.600.txt,13,0,0,many_players_zero_heads
Header/h102/Header_h102_f000162_t2.700.txt,14,0,0,many_players_zero_heads
Header/h102/Header_h102_f000168_t2.800.txt,15,0,0,many_players_zero_heads
Header/h102/Header_h102_f000174_t2.900.txt,14,0,0,many_players_zero_heads
Header/h102/Header_h102_f000180_t3.000.txt,14,0,0,many_players_zero_heads
Header/h102/Header_h102_f000186_t3.100.txt,14,0,0,many_players_zero_heads
Header/h102/Header_h102_f000192_t3.200.txt,15,0,0,many_players_zero_heads
Header/h102/Header_h102_f000198_t3.300.txt,14,1,0,many_players_zero_heads
Header/h102/Header_h102_f000204_t3.400.txt,14,0,0,many_players_zero_heads
Header/h102/Header_h102_f000210_t3.500.txt,12,0,0,many_players_zero_heads
Header/h102/Header_h102_f000216_t3.600.txt,12,0,0,many_players_zero_heads
Header/h102/Header_h102_f000222_t3.700.txt,13,0,0,many_players_zero_heads
Header/h102/Header_h102_f000228_t3.800.txt,15,0,0,many_players_zero_heads
Header/h102/Header_h102_f000234_t3.900.txt,16,0,0,many_players_zero_heads
Header/h102/Header_h102_f000240_t4.000.txt,16,0,0,many_players_zero_heads
Header/h103/Header_h103_f000000_t0.000.txt,16,0,0,many_players_zero_heads
Header/h103/Header_h103_f000006_t0.100.txt,16,0,0,many_players_zero_heads
Header/h103/Header_h103_f000012_t0.200.txt,17,0,0,many_players_zero_heads
Header/h103/Header_h103_f000018_t0.300.txt,16,0,0,many_players_zero_heads
Header/h103/Header_h103_f000024_t0.400.txt,15,0,0,many_players_zero_heads
Header/h103/Header_h103_f000030_t0.500.txt,16,0,0,many_players_zero_heads
Header/h103/Header_h103_f000036_t0.600.txt,13,0,0,many_players_zero_heads
Header/h103/Header_h103_f000042_t0.700.txt,14,0,0,many_players_zero_heads
Header/h103/Header_h103_f000048_t0.800.txt,14,0,0,many_players_zero_heads
Header/h103/Header_h103_f000054_t0.900.txt,17,0,0,many_players_zero_heads
Header/h103/Header_h103_f000060_t1.000.txt,18,0,0,many_players_zero_heads
Header/h103/Header_h103_f000066_t1.100.txt,13,0,0,many_players_zero_heads
Header/h103/Header_h103_f000072_t1.200.txt,16,0,0,many_players_zero_heads
Header/h103/Header_h103_f000078_t1.300.txt,13,0,0,many_players_zero_heads
Header/h103/Header_h103_f000084_t1.400.txt,13,0,0,many_players_zero_heads
Header/h103/Header_h103_f000090_t1.500.txt,14,0,0,many_players_zero_heads
Header/h103/Header_h103_f000096_t1.600.txt,12,0,0,many_players_zero_heads
Header/h103/Header_h103_f000102_t1.700.txt,12,0,0,many_players_zero_heads
Header/h103/Header_h103_f000108_t1.800.txt,13,0,0,many_players_zero_heads
Header/h103/Header_h103_f000114_t1.900.txt,14,0,0,many_players_zero_heads
Header/h103/Header_h103_f000120_t2.000.txt,16,0,0,many_players_zero_heads
Header/h103/Header_h103_f000126_t2.100.txt,13,0,0,many_players_zero_heads
Header/h103/Header_h103_f000132_t2.200.txt,12,0,0,many_players_zero_heads
Header/h103/Header_h103_f000138_t2.300.txt,13,1,0,many_players_zero_heads
Header/h103/Header_h103_f000144_t2.400.txt,15,0,0,many_players_zero_heads
Header/h103/Header_h103_f000150_t2.500.txt,14,0,0,many_players_zero_heads
Header/h103/Header_h103_f000156_t2.600.txt,14,0,0,many_players_zero_heads
Header/h103/Header_h103_f000162_t2.700.txt,12,0,0,many_players_zero_heads
Header/h103/Header_h103_f000168_t2.800.txt,12,0,0,many_players_zero_heads
Header/h103/Header_h103_f000174_t2.900.txt,10,0,0,many_players_zero_heads
Header/h103/Header_h103_f000180_t3.000.txt,9,0,0,many_players_zero_heads
Header/h103/Header_h103_f000186_t3.100.txt,10,0,0,many_players_zero_heads
Header/h103/Header_h103_f000192_t3.200.txt,10,0,0,many_players_zero_heads
Header/h103/Header_h103_f000198_t3.300.txt,10,0,0,many_players_zero_heads
Header/h103/Header_h103_f000204_t3.400.txt,10,0,0,many_players_zero_heads
Header/h103/Header_h103_f000210_t3.500.txt,11,0,0,many_players_zero_heads
Header/h103/Header_h103_f000288_t4.800.txt,0,0,0,zero_players
Header/h103/Header_h103_f000294_t4.900.txt,0,0,0,zero_players
Header/h103/Header_h103_f000300_t5.000.txt,0,0,0,zero_players
Header/h104/Header_h104_f000000_t0.000.txt,0,0,0,zero_players
Header/h104/Header_h104_f000006_t0.100.txt,0,0,0,zero_players
Header/h104/Header_h104_f000012_t0.200.txt,0,0,0,zero_players
Header/h104/Header_h104_f000018_t0.300.txt,0,0,0,zero_players
Header/h104/Header_h104_f000024_t0.400.txt,0,0,0,zero_players
Header/h104/Header_h104_f000030_t0.500.txt,0,0,0,zero_players
Header/h104/Header_h104_f000036_t0.600.txt,0,0,0,zero_players
Header/h104/Header_h104_f000042_t0.700.txt,0,0,0,zero_players
Header/h104/Header_h104_f000048_t0.800.txt,0,0,0,zero_players
Header/h104/Header_h104_f000054_t0.900.txt,0,0,0,zero_players
Header/h104/Header_h104_f000060_t1.000.txt,0,0,0,zero_players
Header/h104/Header_h104_f000066_t1.100.txt,0,0,0,zero_players
Header/h104/Header_h104_f000072_t1.200.txt,13,0,0,many_players_zero_heads
Header/h104/Header_h104_f000078_t1.300.txt,12,0,0,many_players_zero_heads
Header/h104/Header_h104_f000084_t1.400.txt,11,0,0,many_players_zero_heads
Header/h104/Header_h104_f000090_t1.500.txt,13,0,0,many_players_zero_heads
Header/h104/Header_h104_f000096_t1.600.txt,13,0,0,many_players_zero_heads
Header/h104/Header_h104_f000102_t1.700.txt,14,0,0,many_players_zero_heads
Header/h104/Header_h104_f000108_t1.800.txt,13,0,0,many_players_zero_heads
Header/h104/Header_h104_f000114_t1.900.txt,14,0,0,many_players_zero_heads
Header/h104/Header_h104_f000120_t2.000.txt,14,0,0,many_players_zero_heads
Header/h104/Header_h104_f000126_t2.100.txt,15,1,0,many_players_zero_heads
Header/h104/Header_h104_f000132_t2.200.txt,14,0,0,many_players_zero_heads
Header/h104/Header_h104_f000138_t2.300.txt,15,0,0,many_players_zero_heads
Header/h104/Header_h104_f000144_t2.400.txt,14,1,0,many_players_zero_heads
Header/h104/Header_h104_f000150_t2.500.txt,15,0,0,many_players_zero_heads
Header/h104/Header_h104_f000156_t2.600.txt,15,0,0,many_players_zero_heads
Header/h104/Header_h104_f000162_t2.700.txt,15,0,0,many_players_zero_heads
Header/h104/Header_h104_f000168_t2.800.txt,15,0,0,many_players_zero_heads
Header/h104/Header_h104_f000174_t2.900.txt,16,0,0,many_players_zero_heads
Header/h104/Header_h104_f000180_t3.000.txt,15,0,0,many_players_zero_heads
Header/h104/Header_h104_f000186_t3.100.txt,15,0,0,many_players_zero_heads
Header/h104/Header_h104_f000192_t3.200.txt,16,0,0,many_players_zero_heads
Header/h104/Header_h104_f000198_t3.300.txt,16,0,0,many_players_zero_heads
Header/h104/Header_h104_f000204_t3.400.txt,16,0,0,many_players_zero_heads
Header/h104/Header_h104_f000210_t3.500.txt,16,0,0,many_players_zero_heads
Header/h104/Header_h104_f000216_t3.600.txt,16,0,0,many_players_zero_heads
Header/h104/Header_h104_f000222_t3.700.txt,16,0,0,many_players_zero_heads
Header/h104/Header_h104_f000228_t3.800.txt,16,0,0,many_players_zero_heads
Header/h104/Header_h104_f000234_t3.900.txt,16,0,0,many_players_zero_heads
Header/h104/Header_h104_f000240_t4.000.txt,16,0,0,many_players_zero_heads
Header/h104/Header_h104_f000246_t4.100.txt,16,0,0,many_players_zero_heads
Header/h104/Header_h104_f000252_t4.200.txt,15,0,0,many_players_zero_heads
Header/h104/Header_h104_f000258_t4.300.txt,17,0,0,many_players_zero_heads
Header/h104/Header_h104_f000264_t4.400.txt,16,0,0,many_players_zero_heads
Header/h104/Header_h104_f000270_t4.500.txt,16,0,0,many_players_zero_heads
Header/h104/Header_h104_f000276_t4.600.txt,16,0,0,many_players_zero_heads
Header/h104/Header_h104_f000282_t4.700.txt,15,1,0,many_players_zero_heads
Header/h104/Header_h104_f000288_t4.800.txt,13,0,0,many_players_zero_heads
Header/h104/Header_h104_f000294_t4.900.txt,12,0,0,many_players_zero_heads
Header/h104/Header_h104_f000300_t5.000.txt,14,0,0,many_players_zero_heads
Header/h104/Header_h104_f000306_t5.100.txt,13,0,0,many_players_zero_heads
Header/h104/Header_h104_f000312_t5.200.txt,14,1,0,many_players_zero_heads
Header/h104/Header_h104_f000318_t5.300.txt,12,0,0,many_players_zero_heads
Header/h104/Header_h104_f000324_t5.400.txt,14,1,0,many_players_zero_heads
Header/h104/Header_h104_f000330_t5.500.txt,13,1,0,many_players_zero_heads
Header/h104/Header_h104_f000354_t5.900.txt,14,0,0,many_players_zero_heads
Header/h104/Header_h104_f000372_t6.200.txt,14,0,0,many_players_zero_heads
Header/h104/Header_h104_f000378_t6.300.txt,14,0,0,many_players_zero_heads
Header/h105/Header_h105_f000000_t0.000.txt,9,0,0,many_players_zero_heads
Header/h105/Header_h105_f000006_t0.100.txt,9,0,0,many_players_zero_heads
Header/h105/Header_h105_f000012_t0.200.txt,10,0,0,many_players_zero_heads
Header/h105/Header_h105_f000018_t0.300.txt,11,0,0,many_players_zero_heads
Header/h105/Header_h105_f000024_t0.400.txt,10,0,0,many_players_zero_heads
Header/h105/Header_h105_f000030_t0.500.txt,10,0,0,many_players_zero_heads
Header/h105/Header_h105_f000036_t0.600.txt,10,0,0,many_players_zero_heads
Header/h105/Header_h105_f000042_t0.700.txt,9,0,0,many_players_zero_heads
Header/h105/Header_h105_f000048_t0.800.txt,10,0,0,many_players_zero_heads
Header/h105/Header_h105_f000054_t0.900.txt,8,0,0,many_players_zero_heads
Header/h105/Header_h105_f000060_t1.000.txt,7,0,0,many_players_zero_heads
Header/h105/Header_h105_f000066_t1.100.txt,8,0,0,many_players_zero_heads
Header/h105/Header_h105_f000072_t1.200.txt,8,0,0,many_players_zero_heads
Header/h105/Header_h105_f000078_t1.300.txt,10,0,0,many_players_zero_heads
Header/h105/Header_h105_f000084_t1.400.txt,12,0,0,many_players_zero_heads
Header/h105/Header_h105_f000090_t1.500.txt,11,0,0,many_players_zero_heads
Header/h105/Header_h105_f000096_t1.600.txt,12,0,0,many_players_zero_heads
Header/h105/Header_h105_f000102_t1.700.txt,10,0,0,many_players_zero_heads
Header/h105/Header_h105_f000108_t1.800.txt,13,0,0,many_players_zero_heads
Header/h105/Header_h105_f000114_t1.900.txt,10,0,0,many_players_zero_heads
Header/h105/Header_h105_f000120_t2.000.txt,13,0,0,many_players_zero_heads
Header/h105/Header_h105_f000126_t2.100.txt,14,0,0,many_players_zero_heads
Header/h105/Header_h105_f000132_t2.200.txt,15,0,0,many_players_zero_heads
Header/h105/Header_h105_f000138_t2.300.txt,14,0,0,many_players_zero_heads
Header/h105/Header_h105_f000144_t2.400.txt,15,0,0,many_players_zero_heads
Header/h105/Header_h105_f000150_t2.500.txt,15,0,0,many_players_zero_heads
Header/h105/Header_h105_f000156_t2.600.txt,15,0,0,many_players_zero_heads
Header/h105/Header_h105_f000162_t2.700.txt,15,0,0,many_players_zero_heads
Header/h105/Header_h105_f000168_t2.800.txt,16,0,0,many_players_zero_heads
Header/h105/Header_h105_f000174_t2.900.txt,16,0,0,many_players_zero_heads
Header/h105/Header_h105_f000180_t3.000.txt,12,0,0,many_players_zero_heads
Header/h105/Header_h105_f000192_t3.200.txt,12,0,0,many_players_zero_heads
Header/h105/Header_h105_f000198_t3.300.txt,12,0,0,many_players_zero_heads
Header/h106/Header_h106_f000174_t2.900.txt,11,1,3,ball_larger_than_head
Header/h106/Header_h106_f000186_t3.100.txt,10,1,4,ball_larger_than_head
Header/h106/Header_h106_f000192_t3.200.txt,9,1,3,ball_larger_than_head
Header/h106/Header_h106_f000198_t3.300.txt,8,1,4,ball_larger_than_head
Header/h11/Header_h11_f000000_t0.000.txt,11,1,11,ball_larger_than_head
Header/h11/Header_h11_f000006_t0.100.txt,11,1,11,ball_larger_than_head
Header/h11/Header_h11_f000012_t0.200.txt,10,1,10,ball_larger_than_head
Header/h11/Header_h11_f000018_t0.300.txt,10,1,10,ball_larger_than_head
Header/h11/Header_h11_f000024_t0.400.txt,10,1,10,ball_larger_than_head
Header/h11/Header_h11_f000030_t0.500.txt,10,1,9,ball_larger_than_head
Header/h11/Header_h11_f000036_t0.600.txt,10,1,10,ball_larger_than_head
Header/h11/Header_h11_f000042_t0.700.txt,10,1,10,ball_larger_than_head
Header/h11/Header_h11_f000048_t0.800.txt,10,1,10,ball_larger_than_head
Header/h11/Header_h11_f000054_t0.900.txt,10,1,10,ball_larger_than_head
Header/h11/Header_h11_f000060_t1.000.txt,16,0,0,many_players_zero_heads
Header/h11/Header_h11_f000066_t1.100.txt,14,0,0,many_players_zero_heads
Header/h11/Header_h11_f000072_t1.200.txt,15,0,0,many_players_zero_heads
Header/h11/Header_h11_f000078_t1.300.txt,15,0,0,many_players_zero_heads
Header/h11/Header_h11_f000084_t1.400.txt,16,0,0,many_players_zero_heads
Header/h11/Header_h11_f000090_t1.500.txt,16,0,0,many_players_zero_heads
Header/h11/Header_h11_f000096_t1.600.txt,17,0,0,many_players_zero_heads
Header/h11/Header_h11_f000102_t1.700.txt,15,0,0,many_players_zero_heads
Header/h11/Header_h11_f000108_t1.800.txt,13,0,0,many_players_zero_heads
Header/h11/Header_h11_f000114_t1.900.txt,16,0,0,many_players_zero_heads
Header/h11/Header_h11_f000120_t2.000.txt,15,0,0,many_players_zero_heads
Header/h11/Header_h11_f000126_t2.100.txt,13,0,0,many_players_zero_heads
Header/h11/Header_h11_f000132_t2.200.txt,12,0,0,many_players_zero_heads
Header/h11/Header_h11_f000138_t2.300.txt,13,0,0,many_players_zero_heads
Header/h11/Header_h11_f000144_t2.400.txt,12,0,0,many_players_zero_heads
Header/h11/Header_h11_f000150_t2.500.txt,12,0,0,many_players_zero_heads
Header/h11/Header_h11_f000156_t2.600.txt,12,0,0,many_players_zero_heads
Header/h11/Header_h11_f000162_t2.700.txt,13,0,0,many_players_zero_heads
Header/h11/Header_h11_f000168_t2.800.txt,13,0,0,many_players_zero_heads
Header/h11/Header_h11_f000174_t2.900.txt,14,0,0,many_players_zero_heads
Header/h11/Header_h11_f000180_t3.000.txt,11,0,0,many_players_zero_heads
Header/h11/Header_h11_f000186_t3.100.txt,12,0,0,many_players_zero_heads
Header/h11/Header_h11_f000192_t3.200.txt,13,0,0,many_players_zero_heads
Header/h11/Header_h11_f000198_t3.300.txt,12,0,0,many_players_zero_heads
Header/h11/Header_h11_f000204_t3.400.txt,13,0,0,many_players_zero_heads
Header/h11/Header_h11_f000210_t3.500.txt,13,0,0,many_players_zero_heads
Header/h11/Header_h11_f000228_t3.800.txt,11,0,0,many_players_zero_heads
Header/h11/Header_h11_f000234_t3.900.txt,13,0,0,many_players_zero_heads
Header/h11/Header_h11_f000246_t4.100.txt,10,0,0,many_players_zero_heads
Header/h11/Header_h11_f000282_t4.700.txt,13,0,0,many_players_zero_heads
Header/h11/Header_h11_f000288_t4.800.txt,13,0,0,many_players_zero_heads
Header/h11/Header_h11_f000294_t4.900.txt,13,1,0,many_players_zero_heads
Header/h12/Header_h12_f000078_t1.300.txt,14,0,0,many_players_zero_heads
Header/h12/Header_h12_f000108_t1.800.txt,16,1,0,many_players_zero_heads
Header/h12/Header_h12_f000168_t2.800.txt,14,0,0,many_players_zero_heads
Header/h12/Header_h12_f000174_t2.900.txt,12,0,0,many_players_zero_heads
Header/h12/Header_h12_f000180_t3.000.txt,13,0,0,many_players_zero_heads
Header/h12/Header_h12_f000186_t3.100.txt,11,0,0,many_players_zero_heads
Header/h12/Header_h12_f000192_t3.200.txt,14,0,0,many_players_zero_heads
Header/h12/Header_h12_f000198_t3.300.txt,12,0,0,many_players_zero_heads
Header/h12/Header_h12_f000204_t3.400.txt,12,0,0,many_players_zero_heads
Header/h12/Header_h12_f000210_t3.500.txt,13,0,0,many_players_zero_heads
Header/h12/Header_h12_f000216_t3.600.txt,13,0,0,many_players_zero_heads
Header/h12/Header_h12_f000222_t3.700.txt,13,0,0,many_players_zero_heads
Header/h12/Header_h12_f000228_t3.800.txt,13,0,0,many_players_zero_heads
Header/h12/Header_h12_f000234_t3.900.txt,13,0,0,many_players_zero_heads
Header/h12/Header_h12_f000240_t4.000.txt,10,0,0,many_players_zero_heads
Header/h12/Header_h12_f000246_t4.100.txt,9,0,0,many_players_zero_heads
Header/h12/Header_h12_f000252_t4.200.txt,9,0,0,many_players_zero_heads
Header/h12/Header_h12_f000258_t4.300.txt,7,0,0,many_players_zero_heads
Header/h12/Header_h12_f000264_t4.400.txt,7,0,0,many_players_zero_heads
Header/h13/Header_h13_f000012_t0.200.txt,15,0,0,many_players_zero_heads
Header/h13/Header_h13_f000018_t0.300.txt,16,0,0,many_players_zero_heads
Header/h13/Header_h13_f000024_t0.400.txt,16,0,0,many_players_zero_heads
Header/h13/Header_h13_f000030_t0.500.txt,15,0,0,many_players_zero_heads
Header/h13/Header_h13_f000036_t0.600.txt,15,0,0,many_players_zero_heads
Header/h13/Header_h13_f000042_t0.700.txt,15,0,0,many_players_zero_heads
Header/h13/Header_h13_f000048_t0.800.txt,15,0,0,many_players_zero_heads
Header/h13/Header_h13_f000054_t0.900.txt,15,0,0,many_players_zero_heads
Header/h13/Header_h13_f000060_t1.000.txt,15,0,0,many_players_zero_heads
Header/h13/Header_h13_f000066_t1.100.txt,15,0,0,many_players_zero_heads
Header/h13/Header_h13_f000072_t1.200.txt,15,0,0,many_players_zero_heads
Header/h13/Header_h13_f000078_t1.300.txt,16,1,0,many_players_zero_heads
Header/h13/Header_h13_f000084_t1.400.txt,15,0,0,many_players_zero_heads
