image,ball_found,confidence,x1,y1,x2,y2,review_recommended,skipped_non_gameplay
Header/h1/Header_h1_f000186_t3.100.jpg,False,0.0,,,,,False,False
Header/h1/Header_h1_f000192_t3.200.jpg,False,0.0,,,,,False,False
Header/h1/Header_h1_f000198_t3.300.jpg,False,0.0,,,,,False,False
Header/h1/Header_h1_f000204_t3.400.jpg,False,0.2234,946.3,576.5,1011.8,641.4,True,False
Header/h1/Header_h1_f000210_t3.500.jpg,False,0.2489,939.5,617.9,1006.6,688.4,True,False
Header/h1/Header_h1_f000216_t3.600.jpg,True,0.521,927.6,669.5,996.0,740.3,False,False
Header/h1/Header_h1_f000222_t3.700.jpg,True,0.6361,916.0,720.9,987.4,797.8,False,False
Header/h1/Header_h1_f000228_t3.800.jpg,False,0.0,,,,,False,False
Header/h1/Header_h1_f000234_t3.900.jpg,False,0.0,,,,,False,False
Header/h1/Header_h1_f000240_t4.000.jpg,False,0.0,,,,,False,False
Header/h1/Header_h1_f000246_t4.100.jpg,True,0.8253,1209.9,922.2,1302.8,1006.2,False,False
Header/h1/Header_h1_f000252_t4.200.jpg,True,0.8562,1337.1,967.9,1435.5,1053.3,False,False
Header/h1/Header_h1_f000258_t4.300.jpg,True,0.7962,1463.4,1011.4,1558.0,1080.0,False,False
Header/h1/Header_h1_f000264_t4.400.jpg,False,0.0,,,,,False,False
Header/h1/Header_h1_f000270_t4.500.jpg,False,0.2472,1675.4,1041.3,1759.9,1080.0,True,False
Header/h1/Header_h1_f000276_t4.600.jpg,True,0.8775,1731.1,937.2,1822.0,1027.9,False,False
Header/h1/Header_h1_f000282_t4.700.jpg,True,0.8742,1777.7,833.3,1870.2,927.9,False,False
Header/h1/Header_h1_f000288_t4.800.jpg,True,0.7982,1815.7,732.9,1897.1,827.9,False,False
Header/h1/Header_h1_f000294_t4.900.jpg,False,0.0,,,,,False,False
Header/h10/Header_h10_f000000_t0.000.jpg,True,0.9081,694.2,788.1,792.1,880.8,False,False
Header/h10/Header_h10_f000006_t0.100.jpg,True,0.8936,732.3,787.3,830.4,883.7,False,False
Header/h10/Header_h10_f000012_t0.200.jpg,True,0.9106,752.2,791.1,849.0,886.2,False,False
Header/h10/Header_h10_f000018_t0.300.jpg,True,0.8848,761.8,785.1,859.1,879.7,False,False
Header/h10/Header_h10_f000024_t0.400.jpg,True,0.8578,787.4,781.9,874.7,861.5,False,False
Header/h10/Header_h10_f000030_t0.500.jpg,False,0.0,,,,,False,False
Header/h10/Header_h10_f000036_t0.600.jpg,True,0.5536,708.8,568.9,780.6,683.6,False,False
Header/h10/Header_h10_f000042_t0.700.jpg,False,0.0,,,,,False,False
Header/h10/Header_h10_f000048_t0.800.jpg,False,0.0,,,,,False,False
Header/h10/Header_h10_f000054_t0.900.jpg,False,0.0,,,,,False,False
Header/h10/Header_h10_f000060_t1.000.jpg,False,0.0,,,,,False,False
Header/h10/Header_h10_f000066_t1.100.jpg,False,0.0,,,,,False,False
Header/h10/Header_h10_f000072_t1.200.jpg,False,0.0,,,,,False,False
Header/h10/Header_h10_f000078_t1.300.jpg,False,0.0,,,,,False,False
Header/h10/Header_h10_f000084_t1.400.jpg,False,0.0,,,,,False,False
Header/h10/Header_h10_f000090_t1.500.jpg,False,0.0,,,,,False,False
Header/h10/Header_h10_f000096_t1.600.jpg,False,0.0,,,,,False,False
Header/h10/Header_h10_f000102_t1.700.jpg,False,0.0,,,,,False,False
Header/h10/Header_h10_f000108_t1.800.jpg,False,0.0,,,,,False,False
Header/h10/Header_h10_f000114_t1.900.jpg,False,0.0,,,,,False,False
Header/h10/Header_h10_f000120_t2.000.jpg,False,0.0,,,,,False,False
Header/h10/Header_h10_f000126_t2.100.jpg,False,0.0,,,,,False,False
Header/h10/Header_h10_f000132_t2.200.jpg,False,0.0,,,,,False,False
Header/h10/Header_h10_f000138_t2.300.jpg,False,0.0,,,,,False,False
Header/h10/Header_h10_f000144_t2.400.jpg,True,0.3115,1797.4,264.4,1828.3,290.6,False,False
Header/h10/Header_h10_f000150_t2.500.jpg,False,0.0,,,,,False,False
Header/h10/Header_h10_f000156_t2.600.jpg,False,0.0,,,,,False,False
Header/h10/Header_h10_f000162_t2.700.jpg,False,0.0,,,,,False,False
Header/h10/Header_h10_f000168_t2.800.jpg,False,0.1988,700.0,199.2,735.2,256.0,True,False
Header/h10/Header_h10_f000174_t2.900.jpg,True,0.3741,664.3,190.3,699.7,235.0,False,False
Header/h10/Header_h10_f000180_t3.000.jpg,True,0.3182,1722.1,216.6,1754.1,243.7,False,False
Header/h10/Header_h10_f000186_t3.100.jpg,False,0.0,,,,,False,False
Header/h10/Header_h10_f000192_t3.200.jpg,False,0.1973,1319.4,192.8,1349.1,221.9,True,False
Header/h10/Header_h10_f000198_t3.300.jpg,False,0.2443,1138.5,274.7,1160.5,295.7,True,False
Header/h10/Header_h10_f000204_t3.400.jpg,False,0.2047,1107.6,229.9,1129.2,251.1,True,False
Header/h10/Header_h10_f000210_t3.500.jpg,False,0.1908,523.7,155.2,556.5,182.8,True,False
Header/h10/Header_h10_f000216_t3.600.jpg,False,0.134,525.7,147.6,559.5,179.8,True,False
Header/h10/Header_h10_f000222_t3.700.jpg,True,0.3961,524.0,137.2,559.5,167.7,False,False
Header/h10/Header_h10_f000228_t3.800.jpg,False,0.0,,,,,False,False
Header/h10/Header_h10_f000234_t3.900.jpg,False,0.0,,,,,False,False
Header/h10/Header_h10_f000240_t4.000.jpg,False,0.1963,499.6,118.6,534.8,151.0,True,False
Header/h10/Header_h10_f000246_t4.100.jpg,False,0.1605,495.6,110.7,533.0,145.9,True,False
Header/h10/Header_h10_f000252_t4.200.jpg,False,0.1985,492.7,109.3,530.0,143.4,True,False
Header/h10/Header_h10_f000258_t4.300.jpg,False,0.1089,491.2,104.6,529.7,142.4,True,False
Header/h10/Header_h10_f000264_t4.400.jpg,False,0.1209,1327.4,586.5,1343.9,609.9,True,False
Header/h10/Header_h10_f000270_t4.500.jpg,False,0.0,,,,,False,False
Header/h10/Header_h10_f000276_t4.600.jpg,False,0.0,,,,,False,False
Header/h10/Header_h10_f000282_t4.700.jpg,False,0.1196,499.6,98.9,539.3,129.7,True,False
Header/h10/Header_h10_f000288_t4.800.jpg,False,0.0,,,,,False,False
Header/h10/Header_h10_f000294_t4.900.jpg,False,0.2036,503.5,98.3,541.3,129.6,True,False
Header/h10/Header_h10_f000300_t5.000.jpg,False,0.2289,792.4,387.4,814.7,413.7,True,False
Header/h100/Header_h100_f000000_t0.000.jpg,True,0.8993,1067.0,898.3,1190.8,1009.5,False,False
Header/h100/Header_h100_f000006_t0.100.jpg,True,0.9174,1107.5,896.0,1231.3,1006.1,False,False
Header/h100/Header_h100_f000012_t0.200.jpg,True,0.9136,1133.3,897.9,1254.1,1007.8,False,False
Header/h100/Header_h100_f000018_t0.300.jpg,True,0.7833,1137.0,880.7,1261.9,1007.5,False,False
Header/h100/Header_h100_f000024_t0.400.jpg,True,0.9135,1150.1,895.8,1272.9,1006.4,False,False
Header/h100/Header_h100_f000030_t0.500.jpg,True,0.8484,1185.4,897.1,1307.4,1005.7,False,False
Header/h100/Header_h100_f000036_t0.600.jpg,False,0.0,,,,,False,False
Header/h100/Header_h100_f000042_t0.700.jpg,True,0.3317,824.5,872.2,863.1,903.7,False,False
Header/h100/Header_h100_f000048_t0.800.jpg,False,0.0,,,,,False,False
Header/h100/Header_h100_f000054_t0.900.jpg,False,0.0,,,,,False,False
Header/h100/Header_h100_f000060_t1.000.jpg,False,0.0,,,,,False,False
Header/h100/Header_h100_f000066_t1.100.jpg,False,0.0,,,,,False,False
Header/h100/Header_h100_f000072_t1.200.jpg,False,0.0,,,,,False,False
Header/h100/Header_h100_f000078_t1.300.jpg,False,0.0,,,,,False,False
Header/h100/Header_h100_f000084_t1.400.jpg,False,0.0,,,,,False,False
Header/h100/Header_h100_f000090_t1.500.jpg,False,0.0,,,,,False,False
Header/h100/Header_h100_f000096_t1.600.jpg,False,0.0,,,,,False,False
Header/h100/Header_h100_f000102_t1.700.jpg,False,0.0,,,,,False,False
Header/h100/Header_h100_f000108_t1.800.jpg,False,0.0,,,,,False,False
Header/h100/Header_h100_f000114_t1.900.jpg,False,0.0,,,,,False,False
Header/h100/Header_h100_f000120_t2.000.jpg,False,0.0,,,,,False,False
Header/h100/Header_h100_f000126_t2.100.jpg,False,0.0,,,,,False,False
Header/h100/Header_h100_f000132_t2.200.jpg,False,0.0,,,,,False,False
Header/h100/Header_h100_f000138_t2.300.jpg,False,0.0,,,,,False,False
Header/h100/Header_h100_f000144_t2.400.jpg,False,0.0,,,,,False,False
Header/h100/Header_h100_f000150_t2.500.jpg,False,0.0,,,,,False,False
Header/h100/Header_h100_f000156_t2.600.jpg,False,0.0,,,,,False,False
Header/h100/Header_h100_f000162_t2.700.jpg,False,0.0,,,,,False,False
Header/h100/Header_h100_f000168_t2.800.jpg,False,0.0,,,,,False,False
Header/h100/Header_h100_f000174_t2.900.jpg,False,0.0,,,,,False,False
Header/h100/Header_h100_f000180_t3.000.jpg,False,0.0,,,,,False,False
Header/h100/Header_h100_f000186_t3.100.jpg,False,0.0,,,,,False,False
Header/h100/Header_h100_f000192_t3.200.jpg,False,0.0,,,,,False,False
Header/h100/Header_h100_f000198_t3.300.jpg,False,0.0,,,,,False,False
Header/h100/Header_h100_f000204_t3.400.jpg,False,0.0,,,,,False,False
Header/h100/Header_h100_f000210_t3.500.jpg,False,0.0,,,,,False,False
Header/h100/Header_h100_f000216_t3.600.jpg,False,0.0,,,,,False,False
Header/h100/Header_h100_f000222_t3.700.jpg,False,0.0,,,,,False,False
Header/h100/Header_h100_f000228_t3.800.jpg,False,0.0,,,,,False,False
Header/h100/Header_h100_f000234_t3.900.jpg,False,0.0,,,,,False,False
Header/h100/Header_h100_f000240_t4.000.jpg,False,0.0,,,,,False,False
Header/h100/Header_h100_f000246_t4.100.jpg,False,0.0,,,,,False,False
Header/h100/Header_h100_f000252_t4.200.jpg,False,0.1376,988.3,403.3,1002.3,415.7,True,False
Header/h100/Header_h100_f000258_t4.300.jpg,False,0.0,,,,,False,False
Header/h100/Header_h100_f000264_t4.400.jpg,False,0.0,,,,,False,False
Header/h100/Header_h100_f000270_t4.500.jpg,False,0.0,,,,,False,False
Header/h100/Header_h100_f000276_t4.600.jpg,False,0.0,,,,,False,False
Header/h100/Header_h100_f000282_t4.700.jpg,False,0.0,,,,,False,False
Header/h100/Header_h100_f000288_t4.800.jpg,False,0.0,,,,,False,False
Header/h100/Header_h100_f000294_t4.900.jpg,False,0.0,,,,,False,False
Header/h100/Header_h100_f000300_t5.000.jpg,False,0.0,,,,,False,False
Header/h100/Header_h100_f000306_t5.100.jpg,False,0.0,,,,,False,False
Header/h100/Header_h100_f000312_t5.200.jpg,False,0.0,,,,,False,False
Header/h100/Header_h100_f000318_t5.300.jpg,False,0.0,,,,,False,False
Header/h100/Header_h100_f000324_t5.400.jpg,False,0.0,,,,,False,False
Header/h100/Header_h100_f000330_t5.500.jpg,False,0.0,,,,,False,False
Header/h100/Header_h100_f000336_t5.600.jpg,False,0.0,,,,,False,False
Header/h100/Header_h100_f000342_t5.700.jpg,False,0.0,,,,,False,False
Header/h100/Header_h100_f000348_t5.800.jpg,False,0.0,,,,,False,False
Header/h100/Header_h100_f000354_t5.900.jpg,False,0.0,,,,,False,False
Header/h100/Header_h100_f000360_t6.000.jpg,False,0.0,,,,,False,False
Header/h101/Header_h101_f000000_t0.000.jpg,False,0.0,,,,,False,True
Header/h101/Header_h101_f000006_t0.100.jpg,False,0.0,,,,,False,True
Header/h101/Header_h101_f000012_t0.200.jpg,False,0.0,,,,,False,True
Header/h101/Header_h101_f000018_t0.300.jpg,False,0.0,,,,,False,True
Header/h101/Header_h101_f000024_t0.400.jpg,False,0.0,,,,,False,True
Header/h101/Header_h101_f000030_t0.500.jpg,False,0.0,,,,,False,True
Header/h101/Header_h101_f000036_t0.600.jpg,False,0.0,,,,,False,False
Header/h101/Header_h101_f000042_t0.700.jpg,False,0.0,,,,,False,False
Header/h101/Header_h101_f000048_t0.800.jpg,False,0.0,,,,,False,False
Header/h101/Header_h101_f000054_t0.900.jpg,False,0.0,,,,,False,False
Header/h101/Header_h101_f000060_t1.000.jpg,False,0.0,,,,,False,False
Header/h101/Header_h101_f000066_t1.100.jpg,False,0.0,,,,,False,False
Header/h101/Header_h101_f000072_t1.200.jpg,False,0.0,,,,,False,False
Header/h101/Header_h101_f000078_t1.300.jpg,False,0.0,,,,,False,False
Header/h101/Header_h101_f000084_t1.400.jpg,False,0.0,,,,,False,False
Header/h101/Header_h101_f000090_t1.500.jpg,False,0.0,,,,,False,False
Header/h101/Header_h101_f000096_t1.600.jpg,False,0.2462,1046.2,188.4,1075.8,215.1,True,False
Header/h101/Header_h101_f000102_t1.700.jpg,False,0.0,,,,,False,False
Header/h101/Header_h101_f000108_t1.800.jpg,False,0.0,,,,,False,False
Header/h101/Header_h101_f000114_t1.900.jpg,False,0.0,,,,,False,False
Header/h101/Header_h101_f000120_t2.000.jpg,False,0.0,,,,,False,False
Header/h101/Header_h101_f000126_t2.100.jpg,False,0.0,,,,,False,False
Header/h101/Header_h101_f000132_t2.200.jpg,False,0.0,,,,,False,False
Header/h101/Header_h101_f000138_t2.300.jpg,False,0.0,,,,,False,False
Header/h101/Header_h101_f000144_t2.400.jpg,True,0.3373,1413.9,657.6,1441.4,686.8,False,False
Header/h101/Header_h101_f000150_t2.500.jpg,False,0.0,,,,,False,False
Header/h101/Header_h101_f000156_t2.600.jpg,False,0.0,,,,,False,False
Header/h101/Header_h101_f000162_t2.700.jpg,False,0.0,,,,,False,False
Header/h101/Header_h101_f000168_t2.800.jpg,False,0.0,,,,,False,False
Header/h101/Header_h101_f000174_t2.900.jpg,False,0.0,,,,,False,False
Header/h101/Header_h101_f000180_t3.000.jpg,False,0.0,,,,,False,False
Header/h101/Header_h101_f000186_t3.100.jpg,False,0.0,,,,,False,False
Header/h101/Header_h101_f000192_t3.200.jpg,False,0.0,,,,,False,False
Header/h101/Header_h101_f000198_t3.300.jpg,False,0.0,,,,,False,False
Header/h101/Header_h101_f000204_t3.400.jpg,False,0.0,,,,,False,False
Header/h101/Header_h101_f000210_t3.500.jpg,False,0.0,,,,,False,False
Header/h101/Header_h101_f000216_t3.600.jpg,False,0.0,,,,,False,False
Header/h101/Header_h101_f000222_t3.700.jpg,False,0.0,,,,,False,False
Header/h101/Header_h101_f000228_t3.800.jpg,False,0.0,,,,,False,False
Header/h101/Header_h101_f000234_t3.900.jpg,False,0.0,,,,,False,False
Header/h101/Header_h101_f000240_t4.000.jpg,False,0.0,,,,,False,False
Header/h102/Header_h102_f000000_t0.000.jpg,False,0.1543,870.0,72.3,1001.7,168.5,True,False
Header/h102/Header_h102_f000006_t0.100.jpg,True,0.2598,871.2,53.8,1008.0,142.6,False,False
Header/h102/Header_h102_f000012_t0.200.jpg,True,0.5908,844.1,35.7,1005.2,186.4,False,False
Header/h102/Header_h102_f000018_t0.300.jpg,False,0.0,,,,,False,False
Header/h102/Header_h102_f000024_t0.400.jpg,False,0.0,,,,,False,False
Header/h102/Header_h102_f000030_t0.500.jpg,False,0.0,,,,,False,False
Header/h102/Header_h102_f000036_t0.600.jpg,False,0.0,,,,,False,False
Header/h102/Header_h102_f000042_t0.700.jpg,False,0.0,,,,,False,False
Header/h102/Header_h102_f000048_t0.800.jpg,False,0.0,,,,,False,False
Header/h102/Header_h102_f000054_t0.900.jpg,False,0.0,,,,,False,False
Header/h102/Header_h102_f000060_t1.000.jpg,False,0.0,,,,,False,False
Header/h102/Header_h102_f000066_t1.100.jpg,False,0.0,,,,,False,False
Header/h102/Header_h102_f000072_t1.200.jpg,False,0.0,,,,,False,False
Header/h102/Header_h102_f000078_t1.300.jpg,False,0.0,,,,,False,False
Header/h102/Header_h102_f000084_t1.400.jpg,False,0.0,,,,,False,False
Header/h102/Header_h102_f000090_t1.500.jpg,False,0.0,,,,,False,False
Header/h102/Header_h102_f000096_t1.600.jpg,False,0.0,,,,,False,False
Header/h102/Header_h102_f000102_t1.700.jpg,False,0.0,,,,,False,False
Header/h102/Header_h102_f000108_t1.800.jpg,False,0.0,,,,,False,False
Header/h102/Header_h102_f000114_t1.900.jpg,False,0.0,,,,,False,False
Header/h102/Header_h102_f000120_t2.000.jpg,False,0.0,,,,,False,False
Header/h102/Header_h102_f000126_t2.100.jpg,False,0.0,,,,,False,False
Header/h102/Header_h102_f000132_t2.200.jpg,False,0.0,,,,,False,False
Header/h102/Header_h102_f000138_t2.300.jpg,False,0.1849,1358.3,551.6,1377.1,565.6,True,False
Header/h102/Header_h102_f000144_t2.400.jpg,False,0.0,,,,,False,False
Header/h102/Header_h102_f000150_t2.500.jpg,True,0.3325,1482.7,566.3,1504.8,580.2,False,False
Header/h102/Header_h102_f000156_t2.600.jpg,False,0.0,,,,,False,False
Header/h102/Header_h102_f000162_t2.700.jpg,False,0.2262,1874.4,439.4,1898.5,460.6,True,False
Header/h102/Header_h102_f000168_t2.800.jpg,False,0.1583,1829.0,434.1,1853.1,457.9,True,False
Header/h102/Header_h102_f000174_t2.900.jpg,False,0.0,,,,,False,False
Header/h102/Header_h102_f000180_t3.000.jpg,False,0.0,,,,,False,False
Header/h102/Header_h102_f000186_t3.100.jpg,False,0.0,,,,,False,False
Header/h102/Header_h102_f000192_t3.200.jpg,False,0.0,,,,,False,False
Header/h102/Header_h102_f000198_t3.300.jpg,True,0.2554,1606.4,618.0,1625.8,634.9,False,False
Header/h102/Header_h102_f000204_t3.400.jpg,False,0.0,,,,,False,False
Header/h102/Header_h102_f000210_t3.500.jpg,False,0.0,,,,,False,False
Header/h102/Header_h102_f000216_t3.600.jpg,False,0.0,,,,,False,False
Header/h102/Header_h102_f000222_t3.700.jpg,False,0.0,,,,,False,False
Header/h102/Header_h102_f000228_t3.800.jpg,False,0.0,,,,,False,False
Header/h102/Header_h102_f000234_t3.900.jpg,False,0.0,,,,,False,False
Header/h102/Header_h102_f000240_t4.000.jpg,False,0.0,,,,,False,False
Header/h103/Header_h103_f000000_t0.000.jpg,False,0.0,,,,,False,False
Header/h103/Header_h103_f000006_t0.100.jpg,False,0.0,,,,,False,False
Header/h103/Header_h103_f000012_t0.200.jpg,False,0.0,,,,,False,False
Header/h103/Header_h103_f000018_t0.300.jpg,False,0.0,,,,,False,False
Header/h103/Header_h103_f000024_t0.400.jpg,False,0.0,,,,,False,False
Header/h103/Header_h103_f000030_t0.500.jpg,False,0.0,,,,,False,False
Header/h103/Header_h103_f000036_t0.600.jpg,False,0.0,,,,,False,False
Header/h103/Header_h103_f000042_t0.700.jpg,False,0.0,,,,,False,False
Header/h103/Header_h103_f000048_t0.800.jpg,False,0.0,,,,,False,False
Header/h103/Header_h103_f000054_t0.900.jpg,False,0.0,,,,,False,False
Header/h103/Header_h103_f000060_t1.000.jpg,False,0.1393,865.7,350.8,881.6,371.3,True,False
Header/h103/Header_h103_f000066_t1.100.jpg,False,0.1477,886.0,349.4,902.2,369.9,True,False
Header/h103/Header_h103_f000072_t1.200.jpg,False,0.173,910.6,345.9,926.7,366.8,True,False
Header/h103/Header_h103_f000078_t1.300.jpg,False,0.0,,,,,False,False
Header/h103/Header_h103_f000084_t1.400.jpg,False,0.0,,,,,False,False
Header/h103/Header_h103_f000090_t1.500.jpg,False,0.2088,1006.9,326.5,1025.0,346.8,True,False
Header/h103/Header_h103_f000096_t1.600.jpg,False,0.0,,,,,False,False
Header/h103/Header_h103_f000102_t1.700.jpg,False,0.0,,,,,False,False
Header/h103/Header_h103_f000108_t1.800.jpg,False,0.0,,,,,False,False
Header/h103/Header_h103_f000114_t1.900.jpg,False,0.1716,1635.1,426.3,1659.9,449.9,True,False
Header/h103/Header_h103_f000120_t2.000.jpg,False,0.0,,,,,False,False
Header/h103/Header_h103_f000126_t2.100.jpg,False,0.1005,1262.3,262.1,1284.4,287.2,True,False
Header/h103/Header_h103_f000132_t2.200.jpg,False,0.2304,1302.1,249.6,1325.6,274.5,True,False
Header/h103/Header_h103_f000138_t2.300.jpg,True,0.5267,734.3,553.7,754.8,567.4,False,False
Header/h103/Header_h103_f000144_t2.400.jpg,False,0.0,,,,,False,False
Header/h103/Header_h103_f000150_t2.500.jpg,False,0.1705,1893.0,257.2,1919.2,285.8,True,False
Header/h103/Header_h103_f000156_t2.600.jpg,False,0.0,,,,,False,False
Header/h103/Header_h103_f000162_t2.700.jpg,False,0.0,,,,,False,False
Header/h103/Header_h103_f000168_t2.800.jpg,False,0.0,,,,,False,False
Header/h103/Header_h103_f000174_t2.900.jpg,False,0.0,,,,,False,False
Header/h103/Header_h103_f000180_t3.000.jpg,False,0.0,,,,,False,False
Header/h103/Header_h103_f000186_t3.100.jpg,False,0.0,,,,,False,False
Header/h103/Header_h103_f000192_t3.200.jpg,False,0.0,,,,,False,False
Header/h103/Header_h103_f000198_t3.300.jpg,False,0.0,,,,,False,False
Header/h103/Header_h103_f000204_t3.400.jpg,False,0.0,,,,,False,False
Header/h103/Header_h103_f000210_t3.500.jpg,False,0.0,,,,,False,False
Header/h103/Header_h103_f000216_t3.600.jpg,False,0.0,,,,,False,False
Header/h103/Header_h103_f000222_t3.700.jpg,False,0.0,,,,,False,False
Header/h103/Header_h103_f000228_t3.800.jpg,False,0.0,,,,,False,False
Header/h103/Header_h103_f000234_t3.900.jpg,False,0.0,,,,,False,False
Header/h103/Header_h103_f000240_t4.000.jpg,False,0.0,,,,,False,False
Header/h103/Header_h103_f000246_t4.100.jpg,False,0.0,,,,,False,False
Header/h103/Header_h103_f000252_t4.200.jpg,False,0.0,,,,,False,False
Header/h103/Header_h103_f000258_t4.300.jpg,False,0.0,,,,,False,False
Header/h103/Header_h103_f000264_t4.400.jpg,False,0.0,,,,,False,False
Header/h103/Header_h103_f000270_t4.500.jpg,False,0.0,,,,,False,False
Header/h103/Header_h103_f000276_t4.600.jpg,False,0.1224,445.2,553.0,462.3,570.4,True,False
Header/h103/Header_h103_f000282_t4.700.jpg,False,0.0,,,,,False,False
Header/h103/Header_h103_f000288_t4.800.jpg,False,0.0,,,,,False,True
Header/h103/Header_h103_f000294_t4.900.jpg,False,0.0,,,,,False,True
Header/h103/Header_h103_f000300_t5.000.jpg,False,0.0,,,,,False,True
Header/h104/Header_h104_f000000_t0.000.jpg,False,0.0,,,,,False,True
Header/h104/Header_h104_f000006_t0.100.jpg,False,0.0,,,,,False,True
Header/h104/Header_h104_f000012_t0.200.jpg,False,0.0,,,,,False,True
Header/h104/Header_h104_f000018_t0.300.jpg,False,0.0,,,,,False,True
Header/h104/Header_h104_f000024_t0.400.jpg,False,0.0,,,,,False,True
Header/h104/Header_h104_f000030_t0.500.jpg,False,0.0,,,,,False,True
Header/h104/Header_h104_f000036_t0.600.jpg,False,0.0,,,,,False,True
Header/h104/Header_h104_f000042_t0.700.jpg,False,0.0,,,,,False,True
Header/h104/Header_h104_f000048_t0.800.jpg,False,0.0,,,,,False,True
Header/h104/Header_h104_f000054_t0.900.jpg,False,0.0,,,,,False,True
Header/h104/Header_h104_f000060_t1.000.jpg,False,0.0,,,,,False,True
Header/h104/Header_h104_f000066_t1.100.jpg,False,0.0,,,,,False,True
Header/h104/Header_h104_f000072_t1.200.jpg,False,0.0,,,,,False,False
Header/h104/Header_h104_f000078_t1.300.jpg,False,0.0,,,,,False,False
Header/h104/Header_h104_f000084_t1.400.jpg,False,0.0,,,,,False,False
Header/h104/Header_h104_f000090_t1.500.jpg,False,0.0,,,,,False,False
Header/h104/Header_h104_f000096_t1.600.jpg,False,0.0,,,,,False,False
Header/h104/Header_h104_f000102_t1.700.jpg,False,0.0,,,,,False,False
Header/h104/Header_h104_f000108_t1.800.jpg,False,0.0,,,,,False,False
Header/h104/Header_h104_f000114_t1.900.jpg,False,0.0,,,,,False,False
Header/h104/Header_h104_f000120_t2.000.jpg,False,0.2001,555.5,421.5,576.0,433.1,True,False
Header/h104/Header_h104_f000126_t2.100.jpg,True,0.3743,533.4,424.9,548.8,438.4,False,False
Header/h104/Header_h104_f000132_t2.200.jpg,False,0.2485,514.0,425.6,529.2,441.1,True,False
Header/h104/Header_h104_f000138_t2.300.jpg,False,0.0,,,,,False,False
Header/h104/Header_h104_f000144_t2.400.jpg,True,0.2759,483.1,431.1,498.4,444.4,False,False
Header/h104/Header_h104_f000150_t2.500.jpg,False,0.0,,,,,False,False
Header/h104/Header_h104_f000156_t2.600.jpg,False,0.0,,,,,False,False
Header/h104/Header_h104_f000162_t2.700.jpg,False,0.0,,,,,False,False
Header/h104/Header_h104_f000168_t2.800.jpg,False,0.0,,,,,False,False
Header/h104/Header_h104_f000174_t2.900.jpg,False,0.0,,,,,False,False
Header/h104/Header_h104_f000180_t3.000.jpg,False,0.0,,,,,False,False
